Methane_ppm,CO2_ppm,NH3_ppm,H2S_ppm,Temperature_C,Humidity_percent,Garbage_Present,Risk_Level
27.71,329.33,30.21,6.36,27.25,55.5,Yes,Medium
25.8,471.96,16.02,7.46,34.22,56.5,No,Low
59.58,392.98,16.44,15.29,37.12,58.74,Yes,High
12.57,371.29,15.18,9.35,20.3,67.15,No,Low
72.18,443.52,32.82,10.83,27.16,69.67,Yes,High
56.56,325.85,11.31,9.37,30.12,39.2,Yes,Medium
61.82,365.62,14.7,9.16,25.6,55.77,Yes,Medium
30.74,412.15,29.63,9.55,25.89,78.41,Yes,Medium
37.0,350.05,16.47,0.0,32.37,40.26,No,Low
11.34,466.91,26.37,6.75,37.91,61.11,Yes,Medium
29.51,586.91,5.89,13.81,19.84,57.44,No,Low
49.87,324.57,12.95,27.71,29.15,51.5,No,High
65.92,250.0,29.84,1.98,32.32,83.86,Yes,Medium
17.86,250.0,8.24,10.12,33.9,60.55,No,Low
32.69,384.95,13.49,5.14,31.6,82.67,No,Low
36.97,333.68,17.57,18.24,38.81,60.08,No,High
12.08,420.79,5.11,1.23,30.14,66.9,No,Low
51.83,413.26,10.86,11.12,36.56,51.34,Yes,Medium
25.52,250.0,16.13,0.96,26.77,51.51,No,Low
36.09,250.0,15.47,6.41,30.29,66.14,No,Low
30.96,429.59,27.8,7.83,23.94,66.42,Yes,Medium
24.21,413.54,30.41,13.35,34.5,68.97,Yes,Medium
39.86,357.42,6.44,2.61,29.4,65.65,No,Low
35.69,250.0,16.11,11.32,31.79,39.95,No,Low
32.56,447.14,21.74,8.09,28.43,47.9,No,Medium
25.43,527.19,30.16,9.36,32.93,72.75,Yes,Medium
46.39,427.8,22.18,12.79,31.99,30.62,No,Medium
73.07,315.25,17.91,1.59,25.03,64.39,Yes,High
42.8,404.46,21.67,12.05,25.32,58.32,No,Medium
59.92,263.39,21.74,5.16,29.86,72.74,Yes,Medium
12.2,505.8,5.72,13.48,33.3,66.25,No,Low
43.16,408.18,16.93,9.67,39.31,50.04,No,Medium
18.05,250.0,29.59,6.95,31.51,49.36,Yes,Medium
10.46,369.93,12.93,5.05,35.04,52.16,No,Low
25.21,446.33,16.29,12.12,21.94,68.7,No,Low
63.84,366.7,12.57,14.3,40.06,25.47,Yes,Medium
59.0,372.41,0.0,5.34,33.03,62.36,Yes,Medium
44.86,277.56,15.21,2.33,29.75,46.75,No,Medium
9.35,456.65,18.02,11.47,29.18,62.86,No,Low
36.07,335.15,9.88,0.76,24.46,65.17,No,Low
46.03,250.0,3.45,1.47,25.89,35.07,No,Medium
43.51,362.87,6.19,2.69,39.55,56.6,No,Medium
3.12,498.11,22.64,5.92,25.05,62.33,No,Medium
22.19,361.31,34.73,1.32,24.96,61.32,Yes,Medium
38.72,573.8,28.82,0.0,26.49,58.17,Yes,Medium
50.73,442.9,1.56,2.32,24.01,41.69,Yes,Medium
0.0,433.88,23.55,11.21,30.08,43.97,No,Medium
36.76,387.16,8.37,1.64,35.44,39.33,No,Low
42.86,393.17,9.18,6.3,26.95,68.31,No,Medium
56.99,373.66,10.38,17.73,23.13,58.27,Yes,High
53.86,369.77,22.06,7.75,31.46,59.22,Yes,Medium
51.65,453.09,24.59,9.71,29.72,34.42,Yes,Medium
24.0,306.42,14.02,3.27,35.01,59.5,No,Low
1.84,292.41,14.19,18.82,27.73,69.5,No,High
32.14,287.68,19.64,5.29,28.7,32.37,No,Low
60.03,604.57,20.68,6.86,29.25,51.97,Yes,Medium
67.87,453.03,26.76,14.59,30.45,36.44,Yes,Medium
54.21,430.45,2.16,7.09,28.04,53.7,Yes,Medium
48.59,294.25,15.2,8.24,27.23,46.49,No,Medium
47.59,462.33,4.32,6.59,20.75,65.71,No,Medium
28.88,388.34,14.49,6.63,27.17,62.54,No,Low
37.4,421.42,12.74,9.85,33.58,79.37,No,Low
73.38,302.34,14.53,10.76,34.25,59.19,Yes,High
21.15,416.03,7.0,4.78,27.64,65.08,No,Low
72.3,357.62,0.13,4.17,36.5,51.63,Yes,High
33.56,323.44,0.0,4.95,29.86,43.45,No,Low
66.51,473.41,13.69,0.99,23.31,72.52,Yes,Medium
11.86,250.0,10.69,0.05,21.74,78.65,No,Low
51.72,456.48,8.24,9.49,36.09,70.58,Yes,Medium
25.26,468.45,28.23,12.69,28.13,61.97,Yes,Medium
11.69,312.04,6.41,12.36,23.93,45.39,No,Low
44.37,317.97,29.17,0.0,18.7,77.12,Yes,Medium
60.19,377.7,31.24,6.77,28.02,68.69,Yes,Medium
23.1,428.2,0.0,2.49,32.02,90.37,No,Low
10.02,384.71,15.92,8.72,26.51,42.68,No,Low
38.16,443.36,11.0,5.91,24.73,72.94,No,Low
38.25,576.3,0.0,10.96,27.25,68.24,No,Low
50.97,349.23,0.55,7.9,36.22,54.87,Yes,Medium
58.99,250.0,22.75,0.0,23.04,80.46,Yes,Medium
38.81,482.59,35.19,3.16,26.79,66.04,Yes,High
77.11,568.33,24.03,8.03,36.05,45.95,Yes,High
44.48,439.28,18.24,8.45,32.47,58.22,No,Medium
33.07,291.23,14.79,0.97,30.9,45.77,No,Low
7.77,387.61,31.83,0.32,26.76,52.97,Yes,Medium
34.75,288.15,36.48,8.28,30.15,70.56,Yes,High
33.27,464.29,9.13,0.98,27.31,74.84,No,Low
59.21,264.87,0.0,0.0,25.7,63.32,Yes,Medium
49.25,369.99,0.0,5.77,24.6,48.75,No,Medium
16.41,299.57,28.22,5.56,33.92,65.72,Yes,Medium
43.45,412.68,14.53,3.61,29.7,70.85,No,Medium
53.43,363.37,16.83,4.48,31.57,30.42,Yes,Medium
70.56,417.68,0.0,8.07,30.76,61.75,Yes,High
57.75,402.24,7.47,4.4,32.2,57.15,Yes,Medium
55.22,301.33,12.05,8.35,28.73,74.31,Yes,Medium
41.2,462.69,17.08,6.1,27.59,65.79,No,Medium
47.77,395.12,11.01,8.84,25.92,67.27,No,Medium
64.99,301.15,4.63,12.39,22.93,52.77,Yes,Medium
13.34,624.09,7.15,12.2,24.39,60.02,No,Low
33.01,447.64,27.08,14.44,28.17,74.16,Yes,Medium
24.55,384.67,17.45,12.19,21.98,59.03,No,Low
47.58,541.52,21.12,9.19,23.09,62.62,No,Medium
64.6,584.18,6.01,5.83,35.21,36.96,Yes,Medium
28.06,385.47,0.0,6.06,31.12,58.97,No,Low
0.0,434.74,9.77,3.61,27.74,29.82,No,Low
31.76,301.2,6.33,8.02,41.36,52.26,No,Low
58.27,385.28,18.49,11.49,21.76,60.95,Yes,Medium
50.75,380.09,47.86,4.37,34.88,71.51,Yes,High
48.56,418.48,21.95,7.81,29.44,45.01,No,Medium
34.4,433.28,42.36,4.61,33.93,65.61,Yes,High
14.42,455.98,20.69,9.05,30.54,82.03,No,Medium
50.31,423.76,8.7,5.25,20.64,50.39,Yes,Medium
23.31,278.93,18.48,4.3,30.48,36.79,No,Low
83.68,306.15,32.81,4.6,31.68,64.35,Yes,High
51.41,345.36,33.3,10.52,19.04,42.12,Yes,Medium
28.39,371.78,9.25,7.52,39.72,47.72,No,Low
27.77,505.08,17.53,5.86,31.56,73.85,No,Low
38.14,283.71,0.71,9.31,33.36,88.15,No,Low
35.21,364.26,23.25,5.93,24.17,44.99,No,Medium
62.34,495.3,30.53,13.63,33.45,48.94,Yes,Medium
43.73,370.01,15.4,3.13,35.45,53.4,No,Medium
25.37,446.04,8.33,7.07,31.27,51.78,No,Low
77.81,386.05,18.6,0.98,29.95,89.0,Yes,High
40.99,425.68,19.17,6.27,25.53,52.04,No,Medium
55.38,377.15,15.81,0.0,28.92,54.18,Yes,Medium
27.84,466.71,16.79,11.73,27.44,84.24,No,Low
47.26,250.0,13.26,11.83,32.86,68.65,No,Medium
46.22,363.67,24.96,11.92,25.75,74.79,No,Medium
2.21,429.66,22.36,8.14,32.82,46.41,No,Medium
80.31,453.37,5.17,3.6,25.81,52.05,Yes,High
65.81,549.3,4.89,4.0,28.69,44.4,Yes,Medium
32.06,360.9,12.46,15.65,33.08,72.02,No,High
17.95,547.95,22.37,15.18,26.48,78.38,No,High
46.95,334.1,16.48,8.61,33.25,51.0,No,Medium
41.73,532.86,8.57,5.42,32.76,54.54,No,Medium
47.11,481.75,17.62,14.84,28.65,55.19,No,Medium
43.83,308.65,11.69,4.53,35.81,36.79,No,Medium
50.12,430.7,23.8,9.14,30.39,49.89,Yes,Medium
68.95,394.88,18.33,14.76,35.51,71.6,Yes,Medium
51.36,462.56,11.85,3.82,38.97,46.87,Yes,Medium
19.01,377.67,17.32,12.15,28.79,61.39,No,Low
67.25,369.28,28.15,10.6,33.22,40.38,Yes,Medium
72.81,536.91,9.3,7.8,26.81,57.84,Yes,High
103.04,390.13,19.03,3.03,24.84,51.55,Yes,High
17.53,482.64,14.3,4.38,29.02,41.67,No,Low
44.86,377.46,19.27,9.45,23.19,71.86,No,Medium
0.0,566.67,8.45,0.88,25.31,72.7,No,Low
51.06,332.17,16.1,8.65,32.96,45.46,Yes,Medium
29.04,338.59,26.08,10.71,27.43,56.76,Yes,Medium
78.47,552.45,5.63,12.93,33.55,60.66,Yes,High
24.51,355.51,1.71,1.01,31.5,32.78,No,Low
6.22,560.11,2.09,14.58,39.26,39.04,No,Low
30.57,489.18,3.29,16.48,32.62,79.29,No,High
0.49,384.54,20.95,10.05,35.57,44.02,No,Medium
55.02,250.0,0.94,2.81,32.01,78.87,Yes,Medium
0.0,398.07,12.02,6.36,31.56,39.82,No,Low
40.57,410.16,21.18,7.76,35.82,69.88,No,Medium
0.0,516.72,19.17,9.35,33.34,55.33,No,Low
33.59,558.84,11.14,8.11,31.05,57.44,No,Low
72.87,331.5,16.91,9.41,31.03,87.84,Yes,High
47.21,480.12,16.07,7.55,32.69,41.19,No,Medium
22.73,476.54,12.76,9.33,26.64,68.92,No,Low
39.38,507.34,12.89,5.7,26.43,68.3,No,Low
40.36,449.87,37.35,6.31,37.13,100.0,Yes,High
49.45,250.0,23.09,5.12,39.32,43.84,No,Medium
12.66,384.46,39.81,17.59,25.36,50.61,Yes,High
51.85,284.43,10.03,15.32,26.66,72.24,Yes,High
0.0,379.74,14.15,10.78,35.71,57.0,No,Low
27.4,498.0,1.68,14.63,32.67,53.05,No,Low
30.23,430.52,6.9,11.99,33.38,74.36,No,Low
52.67,514.81,34.02,8.91,34.48,56.0,Yes,Medium
40.45,434.18,9.78,0.47,28.8,46.62,No,Medium
11.89,270.17,34.19,6.69,31.65,70.89,Yes,Medium
20.3,250.0,2.57,6.32,31.26,65.63,No,Low
43.97,414.88,4.47,2.33,25.71,55.31,No,Medium
38.42,378.61,11.59,0.57,31.58,54.6,No,Low
28.42,302.31,14.36,10.46,36.19,46.28,No,Low
30.38,250.0,24.23,9.62,28.33,70.88,No,Medium
53.92,326.53,19.51,2.16,30.76,54.6,Yes,Medium
29.65,380.55,10.84,4.27,31.03,48.45,No,Low
38.24,466.59,13.67,13.81,28.58,40.72,No,Low
83.4,418.86,11.81,3.61,33.38,65.88,Yes,High
11.53,560.81,5.85,8.85,26.6,52.37,No,Low
2.96,296.44,6.12,7.05,36.66,29.81,No,Low
55.67,488.11,25.28,10.53,33.13,41.95,Yes,Medium
26.43,404.73,0.0,3.72,25.32,56.5,No,Low
33.64,469.47,31.17,8.45,38.49,56.92,Yes,Medium
24.38,356.35,11.57,8.84,30.84,56.35,No,Low
34.8,507.17,7.27,9.15,26.39,54.26,No,Low
71.97,429.52,22.4,8.4,35.52,37.86,Yes,High
56.04,332.06,29.85,9.72,32.47,46.88,Yes,Medium
57.24,398.8,26.18,18.96,21.14,77.76,Yes,High
11.68,376.04,20.02,20.81,27.37,75.54,No,High
16.98,448.92,25.87,4.8,31.4,68.67,Yes,Medium
0.0,282.02,0.0,0.0,19.2,67.34,No,Low
23.81,397.06,9.78,10.98,30.43,73.57,No,Low
59.13,439.53,5.89,8.93,30.79,43.19,Yes,Medium
50.34,403.3,27.25,13.31,24.08,60.49,Yes,Medium
35.57,534.69,11.17,9.42,31.35,43.2,No,Low
39.55,477.4,23.45,8.29,30.04,43.46,No,Medium
26.22,399.25,20.36,13.64,24.04,65.52,No,Medium
44.1,421.67,6.38,14.34,34.6,74.2,No,Medium
55.32,429.57,9.13,1.07,34.19,57.09,Yes,Medium
7.68,440.33,27.94,3.92,28.55,84.74,Yes,Medium
45.99,250.0,7.25,7.47,29.01,63.18,No,Medium
58.65,369.85,16.25,8.49,33.63,48.35,Yes,Medium
31.7,251.56,7.17,6.87,29.0,43.7,No,Low
54.01,527.83,11.86,10.17,20.35,75.27,Yes,Medium
96.29,393.92,14.54,12.98,32.43,61.93,Yes,High
37.91,380.67,7.17,16.61,25.93,70.14,No,High
47.87,489.68,5.4,10.89,28.05,20.13,No,Medium
25.24,442.23,17.86,3.74,37.29,63.67,No,Low
43.63,287.14,6.55,7.26,29.33,52.32,No,Medium
49.21,392.91,6.89,7.62,30.01,39.09,No,Medium
43.9,366.48,5.61,10.57,32.55,59.06,No,Medium
19.61,250.0,14.22,9.94,32.53,76.38,No,Low
44.13,330.97,24.44,18.25,25.4,93.99,No,High
69.24,381.65,30.07,5.69,29.7,63.63,Yes,Medium
48.97,388.5,7.74,9.92,30.18,49.36,No,Medium
59.24,251.78,36.5,19.77,31.36,48.46,Yes,High
35.26,515.17,4.95,5.07,31.45,74.45,No,Low
55.0,389.79,25.84,8.73,42.94,45.05,Yes,Medium
45.59,403.76,7.78,3.28,24.12,69.34,No,Medium
20.98,440.06,6.29,8.41,34.9,64.41,No,Low
46.37,321.19,7.55,4.1,35.92,62.75,No,Medium
20.17,445.64,14.48,13.23,32.46,36.48,No,Low
27.34,363.29,20.8,8.74,26.75,54.65,No,Medium
43.79,310.34,21.7,3.32,38.32,38.13,No,Medium
45.94,457.34,5.56,12.2,19.04,51.18,No,Medium
16.22,549.17,5.1,8.9,26.58,73.76,No,Low
61.08,472.48,5.83,12.76,35.86,78.47,Yes,Medium
51.44,492.3,13.89,2.26,28.15,63.21,Yes,Medium
25.91,347.94,12.9,9.84,37.98,51.44,No,Low
9.25,250.0,5.5,11.87,22.44,83.82,No,Low
37.1,549.01,17.7,5.88,24.44,51.25,No,Low
31.08,605.45,37.63,1.7,27.34,42.96,Yes,High
42.26,554.28,9.95,7.79,32.09,70.45,No,Medium
32.74,366.42,10.66,14.14,28.89,66.87,No,Low
0.0,284.54,20.6,13.63,27.55,51.86,No,Medium
32.23,293.43,9.41,5.86,37.1,61.5,No,Low
33.89,250.0,21.69,1.58,37.57,66.63,No,Medium
52.67,389.26,7.81,5.84,27.93,63.06,Yes,Medium
26.04,560.57,33.32,5.66,21.45,66.88,Yes,Medium
73.57,385.83,18.45,10.23,19.21,52.41,Yes,High
1.77,430.23,8.8,7.47,31.2,67.89,No,Low
66.22,537.56,9.11,4.23,33.28,60.26,Yes,Medium
35.51,359.59,9.86,13.52,30.31,52.92,No,Low
57.19,603.55,28.73,8.7,29.65,56.31,Yes,Medium
41.6,599.21,2.31,10.18,25.98,58.53,No,Medium
62.79,386.89,8.32,0.0,33.27,38.32,Yes,Medium
32.25,342.25,9.38,0.0,38.39,50.45,No,Low
18.03,469.72,14.84,0.81,18.92,60.97,No,Low
68.41,365.25,12.29,5.6,29.61,39.74,Yes,Medium
37.73,284.34,0.09,10.88,25.15,50.7,No,Low
44.43,528.12,11.0,0.0,22.55,95.77,No,Medium
64.7,521.64,14.0,15.96,24.35,43.06,Yes,High
19.36,415.55,8.72,8.85,31.9,54.24,No,Low
51.91,273.71,21.87,14.8,32.02,47.49,Yes,Medium
28.2,277.05,24.19,3.57,37.3,58.25,No,Medium
37.36,410.72,14.22,10.52,30.04,47.78,No,Low
41.45,350.01,17.31,8.43,21.21,56.35,No,Medium
10.0,365.89,0.0,12.09,28.81,49.22,No,Low
24.42,502.2,10.79,6.83,23.07,75.83,No,Low
67.02,473.32,25.05,10.37,23.97,61.22,Yes,Medium
57.72,537.81,10.77,13.51,32.9,44.96,Yes,Medium
38.75,300.94,7.63,4.74,30.97,72.61,No,Low
44.86,365.68,37.78,9.21,32.94,45.63,Yes,High
34.12,475.9,33.19,0.0,28.21,36.54,Yes,Medium
67.13,444.81,19.68,11.51,33.95,59.95,Yes,Medium
35.99,553.24,26.39,17.77,27.93,88.61,Yes,High
44.64,442.05,0.0,1.78,35.58,32.59,No,Medium
62.92,584.81,7.12,7.54,31.72,40.04,Yes,Medium
24.45,454.0,10.3,12.4,28.97,71.29,No,Low
71.18,506.22,12.64,8.16,31.06,50.37,Yes,High
9.39,367.65,10.1,8.83,29.91,69.18,No,Low
72.59,401.43,0.0,6.05,37.98,47.44,Yes,High
32.55,491.09,18.86,5.86,31.23,62.13,No,Low
35.15,561.3,20.44,7.57,29.99,86.17,No,Medium
2.2,472.92,31.02,8.21,28.81,42.08,Yes,Medium
30.9,391.68,7.12,2.09,34.22,75.36,No,Low
19.2,537.73,6.3,7.67,33.54,70.2,No,Low
27.85,250.0,0.0,15.84,28.63,37.66,No,High
37.25,257.78,12.06,5.9,24.22,68.38,No,Low
59.16,468.16,24.01,1.81,25.49,61.09,Yes,Medium
44.15,401.41,8.88,7.24,29.08,61.37,No,Medium
46.15,460.55,36.43,4.43,36.74,65.05,Yes,High
18.09,406.44,12.43,1.31,28.75,54.74,No,Low
22.38,457.09,16.47,8.7,27.03,61.05,No,Low
75.97,318.56,1.37,4.45,21.2,63.62,Yes,High
25.3,457.05,17.87,4.88,37.57,71.19,No,Low
73.12,499.44,0.0,8.77,32.85,37.09,Yes,High
35.14,522.06,21.94,0.33,33.98,79.36,No,Medium
40.05,601.36,22.24,0.0,34.81,42.67,No,Medium
61.41,424.41,28.59,11.35,29.18,71.42,Yes,Medium
65.44,427.39,4.8,0.0,30.42,61.19,Yes,Medium
37.78,250.0,16.61,3.12,37.44,40.78,No,Low
32.24,346.86,20.64,0.0,30.9,67.92,No,Medium
38.88,380.69,19.42,5.57,32.94,45.82,No,Low
46.76,505.03,6.35,10.14,34.35,76.03,No,Medium
57.83,338.9,0.0,8.56,33.21,49.34,Yes,Medium
40.08,479.63,18.47,19.96,29.36,37.58,No,High
52.38,399.84,13.48,13.43,29.83,83.01,Yes,Medium
72.77,382.28,9.33,3.34,33.89,62.72,Yes,High
47.63,424.89,22.64,2.01,33.88,73.01,No,Medium
46.23,360.88,14.55,21.53,35.84,47.23,No,High
9.62,357.1,1.81,13.31,32.76,31.62,No,Low
0.0,250.0,0.0,10.95,32.98,85.13,No,Low
47.77,375.2,3.71,8.37,27.77,59.9,No,Medium
38.1,352.0,38.93,9.37,27.09,67.37,Yes,High
29.7,348.4,22.23,0.59,33.9,69.85,No,Medium
44.87,441.69,16.89,8.79,27.13,54.97,No,Medium
38.79,465.86,13.18,8.36,29.9,63.39,No,Low
62.56,423.22,12.53,3.48,36.9,83.91,Yes,Medium
41.72,499.54,26.67,5.31,36.1,59.51,Yes,Medium
25.06,457.56,10.09,15.58,31.51,74.13,No,High
59.8,370.49,20.77,7.37,28.52,30.13,Yes,Medium
35.66,353.71,11.52,18.36,29.38,76.86,No,High
50.53,431.28,34.4,0.0,34.34,37.17,Yes,Medium
30.45,457.38,22.42,5.39,29.82,75.14,No,Medium
27.0,539.78,27.46,0.26,27.21,65.86,Yes,Medium
41.68,519.12,9.16,1.95,36.08,58.56,No,Medium
40.26,345.85,25.58,3.86,30.91,58.51,Yes,Medium
49.6,389.8,11.87,9.58,27.11,56.21,No,Medium
34.63,467.1,16.1,9.33,32.39,47.69,No,Low
3.27,506.8,31.35,4.6,34.86,56.91,Yes,Medium
31.34,493.9,4.57,0.0,24.96,93.12,No,Low
55.88,393.61,17.03,15.39,29.0,79.53,Yes,High
34.05,274.6,19.38,6.57,28.77,46.93,No,Low
35.07,300.11,20.2,2.42,32.26,64.02,No,Medium
59.73,427.26,10.49,9.37,33.16,61.44,Yes,Medium
25.76,434.22,35.86,9.02,27.24,57.87,Yes,High
9.14,290.13,2.05,6.39,22.54,44.96,No,Low
36.79,404.46,29.59,8.74,35.16,66.69,Yes,Medium
30.32,463.12,27.15,2.22,24.4,72.69,Yes,Medium
20.68,284.88,34.01,11.8,31.36,47.49,Yes,Medium
36.49,510.5,0.0,3.02,29.34,89.33,No,Low
49.83,362.25,6.31,4.97,30.81,82.83,No,Medium
39.81,525.76,29.92,11.24,38.26,68.22,Yes,Medium
46.14,346.65,0.0,14.02,45.19,41.52,No,Medium
76.27,297.34,0.0,15.93,21.83,66.02,Yes,High
33.14,354.19,10.12,13.28,34.92,64.23,No,Low
45.57,390.49,16.92,6.38,29.22,67.7,No,Medium
29.82,361.15,30.92,0.29,35.24,83.86,Yes,Medium
23.07,378.4,13.15,15.03,34.79,57.36,No,High
28.3,433.4,8.92,14.85,37.05,90.72,No,Low
30.42,382.88,18.11,4.64,31.42,66.1,No,Low
47.19,393.39,19.7,12.61,25.55,55.64,No,Medium
86.98,250.0,19.41,6.34,34.64,95.99,Yes,High
25.68,439.17,13.22,15.51,30.59,72.45,No,High
31.67,391.08,0.0,5.43,28.83,53.18,No,Low
38.74,561.03,5.82,17.89,27.62,61.26,No,High
47.92,306.04,29.2,11.93,35.03,69.53,Yes,Medium
45.27,250.0,16.87,16.99,38.02,57.74,No,High
65.68,461.81,11.77,5.68,24.02,62.01,Yes,Medium
0.0,434.65,26.18,10.03,33.11,47.74,Yes,Medium
0.0,299.16,3.7,3.15,28.14,34.72,No,Low
30.08,250.0,12.75,12.22,22.66,61.6,No,Low
61.95,553.74,16.38,12.5,30.74,62.1,Yes,Medium
8.69,541.41,10.59,19.99,25.83,67.91,No,High
0.0,250.0,16.01,10.41,22.11,51.36,No,Low
51.42,354.18,13.12,11.62,26.09,39.89,Yes,Medium
44.87,566.42,1.01,5.65,24.86,45.52,No,Medium
18.2,352.39,16.81,10.71,26.77,75.83,No,Low
20.29,350.94,1.72,6.1,23.37,50.0,No,Low
20.61,371.72,16.66,8.58,28.02,53.37,No,Low
42.21,287.91,28.74,8.87,26.43,55.31,Yes,Medium
27.47,250.0,12.19,6.24,31.88,50.71,No,Low
49.88,505.25,3.29,8.31,32.97,49.6,No,Medium
0.0,250.0,13.73,6.12,31.3,46.93,No,Low
22.86,424.73,6.68,6.1,28.82,81.01,No,Low
17.48,488.66,20.95,13.38,28.69,70.2,No,Medium
34.87,254.88,13.52,8.88,25.81,78.72,No,Low
29.24,307.57,32.1,9.74,25.94,81.74,Yes,Medium
55.96,521.32,26.63,0.71,33.52,24.75,Yes,Medium
2.81,453.29,13.47,10.12,21.2,65.15,No,Low
40.91,338.27,22.16,10.65,29.6,51.21,No,Medium
51.17,520.22,11.07,6.01,28.38,76.75,Yes,Medium
77.13,520.65,15.34,18.43,33.0,48.88,Yes,High
30.36,426.91,11.39,0.0,22.87,44.19,No,Low
46.49,309.98,22.66,11.92,30.06,38.49,No,Medium
3.92,358.66,29.33,11.56,31.71,55.46,Yes,Medium
0.0,428.64,22.99,10.71,20.48,73.72,No,Medium
56.9,381.14,24.22,8.88,24.63,63.84,Yes,Medium
39.89,493.9,24.23,10.75,29.54,41.96,No,Medium
63.57,250.0,20.51,12.34,32.57,92.29,Yes,Medium
12.53,250.57,3.61,4.37,30.91,69.74,No,Low
50.4,418.09,32.01,9.5,32.8,71.66,Yes,Medium
77.38,350.85,33.04,7.08,24.6,79.28,Yes,High
48.39,337.3,12.66,2.53,22.06,35.4,No,Medium
45.53,250.0,11.29,11.59,30.42,46.33,No,Medium
40.17,401.95,21.12,5.18,23.85,72.35,No,Medium
8.58,394.72,20.51,0.51,25.67,47.84,No,Medium
67.11,465.35,12.98,5.3,34.66,55.87,Yes,Medium
27.78,406.89,2.5,4.01,30.95,58.83,No,Low
50.09,386.74,18.06,13.14,27.16,40.84,Yes,Medium
8.74,517.7,20.51,8.77,26.51,54.59,No,Medium
16.41,268.75,22.26,14.91,33.1,73.72,No,Medium
68.7,453.64,18.49,4.67,31.06,70.94,Yes,Medium
33.05,250.0,12.29,12.37,23.93,76.7,No,Low
69.07,316.16,24.94,22.2,20.26,75.15,Yes,High
38.44,278.73,15.66,9.78,39.41,66.09,No,Low
3.16,478.19,10.35,12.31,23.89,64.9,No,Low
57.84,393.46,13.19,11.47,32.64,63.8,Yes,Medium
28.2,398.65,0.0,0.89,37.55,50.59,No,Low
53.97,289.33,13.18,10.93,30.74,44.55,Yes,Medium
40.5,370.03,21.88,9.53,27.0,49.66,No,Medium
9.14,323.65,18.4,6.7,22.87,55.11,No,Low
43.29,438.35,30.21,3.58,22.8,50.16,Yes,Medium
83.92,300.89,12.37,11.47,31.88,66.21,Yes,High
49.86,532.98,19.87,3.14,37.25,63.03,No,Medium
38.85,250.0,22.93,18.67,28.02,64.64,No,High
61.51,319.35,38.43,8.57,27.22,65.27,Yes,High
44.21,567.72,16.45,1.88,33.49,77.93,No,Medium
44.19,356.49,4.56,5.43,26.57,59.87,No,Medium
18.17,268.51,23.48,6.61,31.37,75.13,No,Medium
44.68,421.91,33.66,20.06,30.21,67.75,Yes,High
60.71,352.46,11.77,3.58,27.95,76.94,Yes,Medium
23.28,316.41,23.41,7.42,29.92,84.22,No,Medium
68.49,290.41,27.29,5.31,38.82,68.65,Yes,Medium
38.17,676.84,25.17,10.5,33.02,61.56,Yes,Medium
22.24,374.84,16.26,5.39,35.46,61.46,No,Low
59.95,250.0,8.02,2.3,25.41,52.95,Yes,Medium
34.26,549.37,14.19,7.02,35.48,52.44,No,Low
55.19,461.11,19.59,6.5,33.2,73.53,Yes,Medium
34.16,323.35,24.08,5.04,22.5,45.54,No,Medium
38.8,306.69,18.34,5.31,32.7,84.22,No,Low
49.87,467.35,11.2,13.92,27.43,57.72,No,Medium
45.82,375.31,20.55,6.4,22.27,100.0,No,Medium
0.09,250.0,23.6,2.33,30.65,49.6,No,Medium
17.58,578.72,18.8,5.69,32.7,63.75,No,Low
58.59,356.6,6.64,8.27,30.76,54.72,Yes,Medium
37.36,549.56,13.19,1.32,29.45,48.1,No,Low
29.53,527.84,24.48,16.13,28.35,75.96,No,High
12.83,299.9,1.17,12.34,42.33,43.42,No,Low
18.41,503.32,0.0,15.15,24.09,49.86,No,High
0.0,334.86,30.08,9.96,34.36,68.79,Yes,Medium
37.97,250.0,20.11,0.0,30.08,71.17,No,Medium
28.03,357.54,21.07,15.68,25.73,39.12,No,High
20.67,439.76,4.23,3.68,29.76,68.73,No,Low
38.64,353.73,22.38,4.09,23.04,61.93,No,Medium
47.28,369.3,17.75,8.78,27.02,46.23,No,Medium
81.86,514.36,0.0,14.89,29.77,48.17,Yes,High
9.76,410.65,29.24,13.27,22.24,29.5,Yes,Medium
63.19,315.67,16.59,12.53,32.53,85.76,Yes,Medium
59.46,470.2,11.04,6.44,25.18,75.23,Yes,Medium
24.42,419.77,11.22,6.36,22.74,40.66,No,Low
44.06,250.0,0.0,9.73,24.6,71.98,No,Medium
30.85,442.84,20.93,7.35,40.88,51.39,No,Medium
43.71,439.18,17.62,12.45,20.11,73.72,No,Medium
70.18,402.01,13.06,12.15,32.18,52.56,Yes,High
52.11,489.17,27.78,10.96,26.24,54.55,Yes,Medium
50.17,332.76,1.16,0.0,28.25,55.67,Yes,Medium
31.39,433.65,9.03,8.64,33.02,50.14,No,Low
10.32,250.0,6.5,7.46,32.77,80.99,No,Low
35.83,440.71,12.21,8.84,26.6,73.48,No,Low
64.13,595.31,15.67,4.23,23.21,61.65,Yes,Medium
9.46,300.51,19.3,1.38,33.11,75.37,No,Low
18.9,324.02,11.53,10.32,32.76,35.59,No,Low
42.53,329.0,6.23,6.22,28.58,41.57,No,Medium
20.31,413.0,31.86,10.87,32.21,67.12,Yes,Medium
24.15,293.7,39.12,4.65,27.77,71.03,Yes,High
31.53,442.12,16.43,15.08,25.86,64.19,No,High
12.69,484.68,7.43,13.01,30.02,31.76,No,Low
